Product_ID,Mass,Product_Class,Product_Type,Unit_Price,Quantity sold,Branch_Id,Sales_Date,Branch_Size,Branch_Location,Branch_Type,Total sales in RWF
SMSS01,20.15,Normal,Sweet Potatoes,4115.86176,274,S001,2/12/2019,,Nyarugenge,Simba_Branch4,1127746.122
IESS74,11.9535,Normal,Fried Foods,2489.35746,285,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,709466.8761
IESS77,19.63,Normal,Fruits line,679.48972,296,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,201128.9571
EADS10,6.6235,Normal,Fried Foods,2204.02566,307,S003,2/12/2019,Level1,Nyarugenge,Simba_Branch1,676635.8776
MNHS13,19.63,Normal,Fruits line,2238.48402,318,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,711837.9184
PUBS04,15.73,Less fat,Cheese,2596.03582,329,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,854095.7848
GRES10,8.1055,Less fat,kitchen items,4141.5187,340,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1408116.358
WDOS85,19.5,Less fat,Simba Breads,1912.90998,351,S001,2/12/2019,,Nyarugenge,Simba_Branch4,671431.403
MTAS23,0,Less fat,Fruits line,614.12748,362,S007,2/12/2019,Level2,Nyarugenge,Simba_Branch3,222314.1478
SDOS34,13.845,Normal,Fried Foods,3648.15876,373,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,1360763.217
SARS90,12.74,Normal,Fruits line,1793.71244,384,S001,2/12/2019,,Nyarugenge,Simba_Branch4,688785.577
TABS31,23.725,Less fat,Alcohols,2722.5056,395,S003,2/12/2019,Level1,Nyarugenge,Simba_Branch1,1075389.712
TOBS40,0,Less fat,Irish Potatoes,973.66376,406,S007,2/12/2019,Level2,Nyarugenge,Simba_Branch3,395307.4866
NACS11,25.48,Less fat,kitchen items,3954.35586,417,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,1648966.394
SCOS01,22.1,Normal,Packed Foods,2264.6779,428,S015,2/12/2019,,Kicukiro,Simba_Branch1,969282.1412
RIKS33,12.48,Normal,Fried Foods,2987.50904,439,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,1311516.469
MOFS43,11.063,Normal,Fried Foods,2724.61254,450,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,1226075.643
TAUS13,7.644,Less fat,kitchen items,2360.32544,461,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1088110.028
ACES13,11.5765,Less fat,Irish Potatoes,946.51846,472,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,446756.7131
UABS19,0,Normal,Simba Breads,4064.71116,483,S007,2/12/2019,Level2,Nyarugenge,Simba_Branch3,1963255.49
CSES10,11.505,Less fat,Fruits line,2886.11844,494,S003,2/12/2019,Level1,Nyarugenge,Simba_Branch1,1425742.509
ACHS49,26.91,Less fat,Cheese,2782.08396,505,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1404952.4
UITS10,0,Less fat,kitchen items,3400.92144,516,S011,2/12/2019,Level3,Gasabo,Simba_Branch4,1754875.463
BURS04,8.19,Less fat,Packed Foods,3291.1439,527,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1734432.835
ONYS34,22.75,Normal,Cheese,2270.38014,538,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1221464.515
DDAS66,0,Normal,Packed Foods,1449.2984,549,S011,2/12/2019,Level3,Gasabo,Simba_Branch4,795664.8216
CHDS03,7.4945,Less fat,Sweet Potatoes,629.82748,560,S005,2/12/2019,Level3,Kicukiro,Simba_Branch1,352703.3888
FIDS10,23.075,Normal,Sweet Potatoes,2934.7068,571,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1675717.583
PAUS90,6.5455,Normal,Simba Breads,3595.35652,582,S010,2/12/2019,,Kicukiro,Simba_Branch1,2092497.495
TRES36,10.8615,Less fat,Sweet Potatoes,1478.09534,593,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,876510.5366
CERS05,7.969,Less fat,Cheese,989.94152,604,S010,2/12/2019,,Kicukiro,Simba_Branch1,597924.6781
ONTS19,13.65,Normal,Sweet Potatoes,2250.01096,615,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,1383756.74
BROS33,16.25,Less fat,Packed Foods,1870.5608,626,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,1170971.061
YTRS88,0,Less fat,Sweet Potatoes,713.94808,637,S007,2/12/2019,Level2,Nyarugenge,Simba_Branch3,454784.927
APUS05,26.975,Less fat,Hygiene,2362.43238,648,S005,2/12/2019,Level3,Kicukiro,Simba_Branch1,1530856.182
CCPS24,0,Normal,Fried Foods,1460.78452,10,S007,2/12/2019,Level2,Nyarugenge,Simba_Branch3,14607.8452
TOFS33,17.355,Normal,Fried Foods,2811.3362,21,S010,2/12/2019,,Kicukiro,Simba_Branch1,59038.0602
JGKS01,10.348,Less fat,Packed Foods,2563.64358,32,S005,2/12/2019,Level3,Kicukiro,Simba_Branch1,82036.59456
GTOS10,11.596,Less fat,kitchen items,2751.2209,43,S010,2/12/2019,,Kicukiro,Simba_Branch1,118302.4987
KANS38,8.6255,Normal,Sweet Potatoes,1912.41386,54,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,103270.3484
ATKS43,20.15,Less fat,Sweet Potatoes,1676.66266,65,S003,2/12/2019,Level1,Nyarugenge,Simba_Branch1,108983.0729
CERS05,7.969,Less fat,Cheese,980.52152,76,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,74519.63552
RIVS11,9.5095,Less fat,Fried Foods,2424.6138,87,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,210941.4006
ICYS36,20.8,Normal,Meat,724.89726,98,S001,2/12/2019,,Nyarugenge,Simba_Branch4,71039.93148
PLAS01,21.905,Less fat,Fried Foods,2301.2432,109,S001,2/12/2019,,Nyarugenge,Simba_Branch4,250835.5088
PLZS90,20.605,Less fat,Packed Foods,1482.22758,120,S008,2/12/2019,Level2,Nyarugenge,Simba_Branch2,177867.3096
DMES98,19.5,Less fat,Fried Foods,682.54808,131,S006,2/12/2019,Level3,Gasabo,Simba_Branch1,89413.79848
WROS05,24.83,Less fat,kitchen items,2705.77254,142,S005,2/12/2019,Level3,Kicukiro,Simba_Branch1,384219.7007
SRNS15,24.7,Less fat,Irish Potatoes,1655.75654,153,S003,2/12/2019,Level1,Nyarugenge,Simba_Branch1,253330.7506
SHUS39,17.55,Less fat,Sweet Potatoes,1329.0678,164,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,217967.1192
SNIS12,21.775,Normal,Packed Foods,1567.91818,175,S009,2/12/2019,Level2,Gasabo,Simba_Branch1,274385.6815
IEBS01,0,Normal,Simba Breads,1505.73676,186,S007,2/12/2019,Level2,Nyarugenge,Simba_Branch3,280067.0374
LLTS03,11.9535,Normal,Irish Potatoes,1349.51862,197,S015,2/12/2019,,Kicukiro,Simba_Branch1,265855.1681
TNHS02,25.155,Less fat,Meat,2729.81866,208,S010,2/12/2019,,Kicukiro,Simba_Branch1,567802.2813
MEHS33,15.34,Normal,Cheese,3519.58204,219,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,770788.4668
YYDS08,13.78,Less fat,Simba Breads,638.13278,230,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,146770.5394
AINS13,17.745,Normal,Fruits line,1814.65938,241,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,437332.9106
SQUS10,19.305,Normal,Fried Foods,2484.7291,252,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,626151.7332
JIRS04,0,Less fat,Hygiene,756.79338,263,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,199036.6589
USIS01,17.55,Normal,Cheese,944.45234,274,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,258779.9412
LIOS16,7.3255,Less fat,Sweet Potatoes,2355.0785,285,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,671197.3725
UCHS32,9.6265,Less fat,Packed Foods,1450.90922,296,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,429469.1291
EGUS33,0,Less fat,kitchen items,2780.01784,307,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,853465.4769
MBAS01,14.755,Less fat,Fried Foods,814.84256,318,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,259119.9341
BDFS69,0,Less fat,Sodas,2414.69768,329,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,794435.5367
SHAS05,20.93,Normal,Fruits line,1716.94572,340,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,583761.5448
LILS16,23.01,Normal,Fruits line,1270.56332,351,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,445967.7253
EEPS18,17.03,Less fat,Cooking Oil,2964.9921,362,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,1073327.14
HOZS53,18.59,Normal,Sweet Potatoes,1516.18982,373,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,565538.8029
NJYS23,0,Less fat,Fried Foods,3835.7769,384,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1472938.33
EXTS89,11.18,Less fat,kitchen items,1794.78632,395,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,708940.5964
BBUS94,7.514,Normal,Fried Foods,4153.54176,406,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,1686337.955
JOYS07,10.6535,Less fat,Sweet Potatoes,1441.98534,417,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,601307.8868
JKIS36,17.745,Normal,Cheese,2901.7368,428,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,1241943.35
TIAS69,22.555,Less fat,Sweet Potatoes,1606.13512,439,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,705093.3177
PADS23,26.325,Less fat,kitchen items,3872.3422,450,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,1742553.99
FARS12,0,Normal,Meat,3619.40264,461,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,1668544.617
OZOS16,20.93,Less fat,Fruits line,3961.66892,472,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,1869907.73
RSHS05,0,Normal,Fruits line,1409.63392,483,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,680853.1834
KYPS13,22.88,Normal,Meat,1777.55714,494,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,878113.2272
NEKS88,23.4,Less fat,Fried Foods,2330.53626,505,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,1176920.811
SEPS10,16.25,Less fat,Hygiene,1554.90288,516,S001,2/13/2019 0:00,,Nyarugenge,Simba_Branch4,802329.8861
COGS44,11.7845,Less fat,Irish Potatoes,1482.22758,527,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,781133.9347
IFFS10,21.905,Normal,Irish Potatoes,3070.10046,538,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,1651714.047
GTOS33,20.8,Less fat,kitchen items,3586.92876,549,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,1969223.889
NKUS01,12.09,Less fat,Irish Potatoes,2851.57844,560,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1596883.926
NCMS99,8.0795,Less fat,Fruits line,596.36136,571,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,340522.3366
EWSS10,26.13,Normal,Fruits line,3557.67652,10,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,35576.7652
GIVS45,11.401,Normal,Fruits line,2677.51254,21,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,56227.76334
UHWS12,21.125,Less fat,Cheese,1493.7137,32,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,47798.8384
KBBS08,19.695,Less fat,Sweet Potatoes,2362.39156,43,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,101582.8371
OURS09,17.095,Less fat,kitchen items,2505.09828,54,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,135275.3071
RDFS13,15.795,Less fat,kitchen items,1846.5555,65,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,120026.1075
COUS90,0,Less fat,Irish Potatoes,656.97278,76,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,49929.93128
ACTS76,27.105,Less fat,Fried Foods,3101.45964,87,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,269826.9887
AKES33,23.66,Normal,Fruits line,3881.18444,98,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,380356.0751
HTFS01,10.79,Less fat,Fruits line,575.41442,109,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,62720.17178
IRSS33,8.0535,Less fat,Fried Foods,1885.72386,120,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,226286.8632
FFFS17,19.63,Less fat,Fruits line,3397.74062,131,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,445104.0212
SUOS17,14.95,Less fat,Hygiene,2053.46894,142,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,291592.5895
SRNS15,24.7,Less fat,Irish Potatoes,1655.75654,153,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,253330.7506
THYS99,13.65,Less fat,Irish Potatoes,1887.29386,164,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,309516.193
EAUS10,11.44,Less fat,Fried Foods,3307.38084,175,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,578791.647
IEBS06,0,Less fat,Hygiene,4147.75788,186,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,771482.9657
TEDS10,23.075,Less fat,Fruits line,2518.69134,197,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,496182.194
PLZS44,0,Normal,Irish Potatoes,625.65442,208,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,130136.1194
LLDS01,23.075,Normal,Cheese,3801.81466,219,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,832597.4105
ABGS43,26.975,Less fat,Fruits line,1936.9561,230,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,445499.903
YEAS01,21.71,Normal,Fried Foods,952.30234,241,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,229504.8639
SUOS98,0,Less fat,Irish Potatoes,872.27316,252,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,219812.8363
IAOS11,18.005,Less fat,Cooking Oil,631.8936,263,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,166188.0168
DAVS40,19.955,Normal,Fruits line,3001.06128,274,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,822290.7907
HANS10,15.73,Less fat,Fruits line,2783.61314,285,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,793329.7449
RDFS13,15.795,Less fat,kitchen items,1860.6855,296,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,550762.908
NICS30,0,Less fat,Cheese,1174.37884,307,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,360534.3039
HOVS21,21.255,Less fat,Cooking Oil,1666.2096,318,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,529854.6528
AALS10,0,Less fat,Fruits line,2514.47746,329,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,827263.0843
ZKBS30,9.451,Less fat,Sodas,1756.07326,340,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,597064.9084
EGTS62,17.94,Less fat,Cheese,3877.58914,351,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,1361033.788
ACES15,26.325,Normal,Sweet Potatoes,3773.55466,362,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,1366026.787
PUJS55,12.09,Less fat,Simba Breads,1032.78682,373,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,385229.4839
KEIS02,18.395,Less fat,Kabenzi Foods,1971.99222,384,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,757245.0125
IEBS67,0,Less fat,Hygiene,2583.47582,395,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1020472.949
PETS24,10.5495,Normal,Packed Foods,2431.88604,406,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,987345.7322
IEBS92,0,Normal,Fried Foods,2996.92904,417,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,1249719.41
MEDS90,14.43,Less fat,kitchen items,1885.76468,428,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,807107.283
SEPS10,16.25,Less fat,Hygiene,1518.79288,439,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,666750.0743
PASS20,12.74,Normal,Simba Breads,1329.64556,450,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,598340.502
UWIS05,25.61,Normal,Packed Foods,3973.69198,461,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,1831872.003
HOZS53,18.59,Normal,Sweet Potatoes,1506.76982,472,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,711195.355
BKWS21,25.675,Less fat,Fried Foods,3353.36614,483,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,1619675.846
ONCS07,24.05,Less fat,Meat,1403.85004,494,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,693501.9198
ZEKS10,0,Less fat,kitchen items,2733.99172,505,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1380665.819
EDUS73,16.055,Normal,Meat,3124.96882,516,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,1612483.911
UIES56,0,Less fat,Hygiene,2464.27828,527,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1298674.654
CRCS10,6.9745,Normal,Chinese Foods,2665.48948,538,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,1434033.34
VEFS14,0,Less fat,Hygiene,1526.64288,549,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,838126.9411
SQTS01,26.65,Normal,Irish Potatoes,1300.88944,560,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,728498.0864
IITS08,11.323,Less fat,Packed Foods,777.74032,571,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,444089.7227
CCDS63,0,Less fat,Chinese Foods,1718.51572,582,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1000176.149
ICYS36,20.8,Normal,Meat,756.29726,593,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,448484.2752
XXSS65,22.88,Less fat,Cheese,2694.78254,604,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1627648.654
SURS35,26.91,Normal,Irish Potatoes,1867.46162,615,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,1148488.896
OOFS06,16.9,Normal,Packed Foods,972.1754,626,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,608581.8004
NNSS90,26.26,Normal,Sweet Potatoes,3074.2327,637,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,1958286.23
AYLS05,26.455,Less fat,Sweet Potatoes,3654.35712,648,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,2368023.414
ESLS46,24.18,Less fat,Clothes line,1587.83206,659,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1046381.328
UGUS23,0,Less fat,Alcohols,725.4342,670,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,486040.914
BVPS52,17.355,Less fat,Cheese,3609.98264,681,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,2458398.178
AWES01,23.205,Less fat,Fried Foods,1898.24304,692,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,1313584.184
HOVS21,21.255,Less fat,Cooking Oil,1656.7896,703,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1164723.089
RIVS10,19.305,Normal,Cheese,4141.5187,714,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,2957044.352
ISRS08,27.625,Less fat,Meat,2875.62456,725,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,2084827.806
HIMS28,18.395,Less fat,Fried Foods,3811.68996,736,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,2805403.811
TAIS09,22.36,Normal,Packed Foods,2291.28626,747,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,1711590.836
NUMS18,0,Less fat,Fruits line,2536.9944,758,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1923041.755
AWYS99,14.105,Less fat,Fried Foods,1687.15654,769,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,1297423.379
KAPS05,26.455,Normal,Fruits line,3662.74406,780,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,2856940.367
KUNS07,21.255,Less fat,kitchen items,1959.3914,11,S001,2/13/2019 0:00,,Nyarugenge,Simba_Branch4,21553.3054
PAHS15,12.09,Less fat,Alcohols,3009.44822,12,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,36113.37864
AZFS97,0,Normal,Sodas,3640.76406,13,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,47329.93278
COYS42,20.475,Less fat,Sweet Potatoes,3085.75964,14,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,43200.63496
IMTS12,19.305,Less fat,kitchen items,3976.33586,15,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,59645.0379
PRWS40,24.18,Less fat,Irish Potatoes,3825.77914,16,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,61212.46624
WANS03,21.255,Less fat,kitchen items,4026.49422,17,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,68450.40174
ESES09,12.6035,Normal,Sweet Potatoes,3550.40428,18,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,63907.27704
CDDS01,19.695,Normal,Fried Foods,2041.44588,19,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,38787.47172
EDMS02,18.59,Normal,Fruits line,1397.07392,20,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,27941.4784
BSRS13,14.1635,Less fat,Fruits line,3059.60658,21,S001,2/13/2019 0:00,,Nyarugenge,Simba_Branch4,64251.73818
USIS08,10.907,Less fat,kitchen items,2593.43276,22,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,57055.52072
VYZS01,23.855,Less fat,Cheese,2385.3638,23,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,54863.3674
ZOKS23,19.76,Less fat,Hygiene,1826.68244,24,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,43840.37856
NDLS18,26.26,Less fat,Fried Foods,4073.59422,25,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,101839.8555
PJPS01,0,Less fat,kitchen items,2705.27642,26,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,70337.18692
FARS09,11.323,Normal,Packed Foods,2915.37068,27,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,78715.00836
ISAS87,15.795,Less fat,Simba Breads,2560.95888,7,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,17926.71216
SETS01,10.478,Less fat,Clothes line,3642.91182,8,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,29143.29456
HYAS12,14.95,Less fat,Fruits line,2051.44364,9,S001,2/13/2019 0:00,,Nyarugenge,Simba_Branch4,18462.99276
ILYS80,19.305,Less fat,Packed Foods,2940.94598,8,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,23527.56784
KSBS40,15.34,Less fat,Fruits line,710.27114,9,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,6392.44026
HINS11,19.11,Less fat,Alcohols,2253.15096,9.4,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,21179.61902
TIMS05,0,Less fat,kitchen items,3473.55592,9.8,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,34040.84802
NYNS30,24.375,Less fat,kitchen items,3361.71226,45,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,151277.0517
KTNS08,9.4055,Less fat,Fried Foods,1808.37938,46,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,83185.45148
VIDS11,0,Less fat,Fruits line,3321.47002,47,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,156109.0909
PPGS10,25.48,Less fat,Hygiene,2369.16768,48,S009,2/13/2019 0:00,Level2,Gasabo,Simba_Branch1,113720.0486
SEES89,9.451,Normal,Packed Foods,1448.30616,49,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,70967.00184
IESS77,19.63,Normal,Fruits line,660.64972,50,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,33032.486
TONS22,10.153,Less fat,Sodas,3823.71302,51,S001,2/13/2019 0:00,,Nyarugenge,Simba_Branch4,195009.364
BRAS10,10.153,Normal,Packed Foods,1970.42222,52,S005,2/13/2019 0:00,Level3,Kicukiro,Simba_Branch1,102461.9554
NEHS19,8.4045,Less fat,Packed Foods,4190.14788,53,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,222077.8376
TIMS05,0,Less fat,kitchen items,3467.27592,54,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,187232.8997
PROS33,14.04,Less fat,Meat,1577.91594,55,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,86785.3767
CHINS34,12.35,Normal,Meat,3090.46964,56,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,173066.2998
OODS32,26.91,Normal,Fruits line,1970.95916,22,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,43361.10152
VRDS01,11.5635,Less fat,Alcohols,3704.59712,24,S010,2/13/2019 0:00,,Kicukiro,Simba_Branch1,88910.33088
UNGS70,20.28,Less fat,Fried Foods,1966.74528,36,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,70802.83008
OMMS23,11.7,Less fat,Irish Potatoes,3368.48838,10,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,33684.8838
PLYS03,25.155,Less fat,Irish Potatoes,1898.28386,21,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,39863.96106
AMIS05,25.61,Normal,Meat,1610.8043,32,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,51545.7376
WORS33,0,Normal,Simba Breads,691.43114,43,S011,2/13/2019 0:00,Level3,Gasabo,Simba_Branch4,29731.53902
HHGS60,7.5725,Less fat,kitchen items,2524.39358,54,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,136317.2533
UAKS44,0,Less fat,Fruits line,2207.66178,65,S007,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch3,143498.0157
IEBS77,16.705,Less fat,Fruits line,3671.66794,76,S008,2/13/2019 0:00,Level2,Nyarugenge,Simba_Branch2,279046.7634
MCTS32,16.705,Less fat,Fried Foods,2707.34254,10,S015,2/13/2019 0:00,,Kicukiro,Simba_Branch1,27073.4254
BSLS12,22.75,Less fat,Meat,2196.7126,21,S003,2/13/2019 0:00,Level1,Nyarugenge,Simba_Branch1,46130.9646
VISS11,22.1,Less fat,Cheese,3471.44898,32,S006,2/13/2019 0:00,Level3,Gasabo,Simba_Branch1,111086.3674
